Birthplace_original,Birthplace,Country,NbJoueurs,latitude,longitude
"Admiral, SK, Canada","Admiral, SK, Canada",Canada,1,49.7130748,-108.0036721
"Agryz, Russia","Agryz, Russia",Russia,1,56.525516,52.9971643
"Aizkraukle, Latvia","Aizkraukle, Latvia",Latvia,1,56.6010778,25.2542544
"Alameda, CA, USA","Alameda, CA, USA",USA,1,37.6090291,-121.899142
"Alameda, SK, Canada","Alameda, SK, Canada",Canada,1,49.2652182,-102.2816393
"Alba, PA, USA","Alba, PA, USA",USA,1,41.7050749,-76.8282913
"Aldershot, England","Aldershot, England",England,1,51.2494169,-0.7630148
"Alexandria, VA, USA","Alexandria, VA, USA",USA,1,38.8051095,-77.0470229
"Alfred, ON, Canada","Alfred, ON, Canada",Canada,1,45.5579611,-74.8825971
"Alingsas, Sweden","Alingsas, Sweden",Sweden,1,57.9299658,12.5329678
"Aliquippa, PA, USA","Aliquippa, PA, USA",USA,1,40.6102386,-80.267726
"Almonte, ON, Canada","Almonte, ON, Canada",Canada,1,45.226049,-76.1945277
"Alton, IL, USA","Alton, IL, USA",USA,1,38.8908583,-90.1843091
"Alvesta, Sweden","Alvesta, Sweden",Sweden,1,56.9166599,14.4998825
"Alvkarleby, Sweden","Alvkarleby, Sweden",Sweden,1,60.583333,17.416667
"Ambler, PA, USA","Ambler, PA, USA",USA,1,40.1544727,-75.2221643
"Amherst, NY, USA","Amherst, NY, USA",USA,1,42.9783924,-78.7997616
"Amherst, ON, Canada","Amherst, ON, Canada",Canada,1,43.7563044,-79.2736573
"Amisk, AB, Canada","Amisk, AB, Canada",Canada,1,52.5646576,-111.0591824
"Amqui, QC, Canada","Amqui, QC, Canada",Canada,1,48.4656706,-67.4315171
"Amsterdam, Netherlands","Amsterdam, Netherlands",Netherlands,1,52.3730796,4.8924534
"Anahim Lake, BC, Canada","Anahim Lake, BC, Canada",Canada,1,52.461867,-125.301819
"Ancaster, ON, Canada","Ancaster, ON, Canada",Canada,1,43.225693,-79.976692
"Ancienne Lorette, QC, Canada","Ancienne Lorette, QC, Canada",Canada,1,46.8098475,-71.3679158
"Andover, MA, USA","Andover, MA, USA",USA,1,42.65717,-71.1408776
"Andover, MN, USA","Andover, MN, USA",USA,1,45.2332985,-93.2913405
"Ange, Sweden","Ange, Sweden",Sweden,1,62.4737401,15.6411682
"Ange-Gardien, QC, Canada","Ange-Gardien, QC, Canada",Canada,1,45.354075,-72.935829
"Anoka, MN, USA","Anoka, MN, USA",USA,1,45.2710195,-93.2827625
"Antigo, WI, USA","Antigo, WI, USA",USA,1,45.1404664,-89.1524959
"Appelbo, Sweden","Appelbo, Sweden",Sweden,1,60.4858844,14.0138529
"Appleton, WI, USA","Appleton, WI, USA",USA,1,44.2613967,-88.4069744
"Arbiga, Sweden","Arboga, Sweden",Sweden,1,NA,NA
"Arcadia, CA, USA","Arcadia, CA, USA",USA,1,34.1362075,-118.0401497
"Arcola, SK, Canada","Arcola, SK, Canada",Canada,1,49.6350309,-102.4906662
"Ardrossan, AB, Canada","Ardrossan, AB, Canada",Canada,1,53.5517087,-113.143322
"Arni, Switzerland","Arni, Switzerland",Switzerland,1,46.9347371,7.6654733
"Arthabaska, QC, Canada","Arthabaska, QC, Canada",Canada,1,45.9965832,-71.9875776
"Arvika, Sweden","Arvika, Sweden",Sweden,1,59.6543555,12.5916225
"Ashern, MB, Canada","Ashern, MB, Canada",Canada,1,51.183333,-98.333333
"Ashland, WI, USA","Ashland, WI, USA",USA,1,46.2062319,-90.6802594
"Asikkala, Finland","Asikkala, Finland",Finland,1,61.2332298,25.5528781
"Asquith, SK, Canada","Asquith, SK, Canada",Canada,1,52.1345075,-107.2284917
"Astoria, NY, USA","Astoria, NY, USA",USA,1,40.7720145,-73.9302673
"Asuncion, Paraguay","Asuncion, Paraguay",Paraguay,1,-25.2800459,-57.6343814
"Atikokan, ON, Canada","Atikokan, ON, Canada",Canada,1,48.762526,-91.624603
"Auburn, MA, USA","Auburn, MA, USA",USA,1,42.1945465,-71.8358095
"Auburn, NY, USA","Auburn, NY, USA",USA,1,42.9320202,-76.5672029
"Augsburg, Germany","Augsburg, Germany",Germany,1,48.3690341,10.8979522
"Aurora, CO, USA","Aurora, CO, USA",USA,1,39.7401441,-104.8733376
"Aurora, MN, USA","Aurora, MN, USA",USA,1,47.5298533,-92.2367644
"Avesta, Sweden","Avesta, Sweden",Sweden,1,60.216667,16.333333
"Aylmer, ON, Canada","Aylmer, ON, Canada",Canada,1,42.773227,-80.983658
"Aylmer, QC, Canada","Aylmer, QC, Canada",Canada,1,45.3950895,-75.8442452
"Ayr, ON, Canada","Ayr, ON, Canada",Canada,1,43.2855122,-80.4507012
"Baar, Switzerland","Baar, Switzerland",Switzerland,1,47.1951976,8.5253985
"Baerum, Norway","Baerum, Norway",Norway,1,59.9289639,10.4997108
"Bagotville, QC, Canada","Bagotville, QC, Canada",Canada,1,48.3407795,-70.8797721
"Baie Verte, NL, Canada","Baie Verte, NL, Canada",Canada,1,49.938848,-56.196442
"Bainbridge, Ireland","Bainbridge, Ireland",Ireland,1,42.3185027,-75.522823
"Balcarres, SK, Canada","Balcarres, SK, Canada",Canada,1,50.804747,-103.5427231
"Baldur, MB, Canada","Baldur, MB, Canada",Canada,1,49.3855177,-99.2440107
"Balsta, Sweden","Balsta, Sweden",Sweden,1,59.5682102,17.5293647
"Balve, Germany","Balve, Germany",Germany,1,51.3326498,7.8670563
"Ban, Italy","Ban, Italy",Italy,1,45.1146372,6.988387
"Bangor, ME, USA","Bangor, ME, USA",USA,1,44.8016255,-68.7713289
"Bankhead, AB, Canada","Bankhead, AB, Canada",Canada,1,51.0959826,-115.3555408
"Barnstable, MA, USA","Barnstable, MA, USA",USA,1,41.7016936,-70.3036163
"Barrhead, AB, Canada","Barrhead, AB, Canada",Canada,1,54.1262362,-114.4044117
"Barriefield, ON, Canada","Barriefield, ON, Canada",Canada,1,44.2405618,-76.4621681
"Barry's Bay, ON, Canada","Barry's Bay, ON, Canada",Canada,1,45.488298,-77.679176
"Barry, Wales","Barry, Wales",Wales,1,51.4065052,-3.2666925
"Basel, Switzerland","Basel, Switzerland",Switzerland,1,47.5581077,7.5878261
"Basking Ridge, NJ, USA","Basking Ridge, NJ, USA",USA,1,40.7064088,-74.5492725
"Bassano, AB, Canada","Bassano, AB, Canada",Canada,1,50.7878642,-112.4658831
"Baton Rouge, LA, USA","Baton Rouge, LA, USA",USA,1,30.4494155,-91.1869659
"Battleford, SK, Canada","Battleford, SK, Canada",Canada,1,52.7376973,-108.303901
"Bayfield, ON, Canada","Bayfield, ON, Canada",Canada,1,43.5609982,-81.6959031
"Bayonne, France","Bayonne, France",France,1,43.4945144,-1.4736657
"Bayport, NY, USA","Bayport, NY, USA",USA,1,40.74885,-73.052214
"Beauceville, QC, Canada","Beauceville, QC, Canada",Canada,1,46.210725,-70.774269
"Beaumont, AB, Canada","Beaumont, AB, Canada",Canada,1,53.3525496,-113.4151434
"Beausejour, MB, Canada","Beausejour, MB, Canada",Canada,1,50.0619312,-96.5140821
"Beaver Dam, WI, USA","Beaver Dam, WI, USA",USA,1,43.4577692,-88.837329
"Beaver Lodge, AB, Canada","Beaver Lodge, AB, Canada",Canada,1,53.5106539,-113.5576003
"Becancour, QC, Canada","Becancour, QC, Canada",Canada,1,46.3415746,-72.4335088
"Bedford, IN, USA","Bedford, IN, USA",USA,1,38.8611619,-86.4872149
"Bedford, NY, USA","Bedford, NY, USA",USA,1,41.2041304,-73.642509
"Belgrade, Serbia","Belgrade, Serbia",Serbia,1,44.8153318,20.4456588
"Bellefeuille, QC, Canada","Bellefeuille, QC, Canada",Canada,1,45.7856278,-74.0798851
"Beloeil, QC, Canada","Beloeil, QC, Canada",Canada,1,45.5643183,-73.2040066
"Belovo, Russia","Belovo, Russia",Russia,1,54.419323,86.303429
"Bend, OR, USA","Bend, OR, USA",USA,1,44.0581728,-121.3153096
"Berdsk, Russia","Berdsk, Russia",Russia,1,54.75795,83.1068095
"Berkenla, Ireland","Berckenla, Ireland",Ireland,1,NA,NA
"Beruit, Lebanon","Beirut, Lebanon",Lebanon,1,NA,NA
"Berwick, NS, Canada","Berwick, NS, Canada",Canada,1,45.0455684,-64.7362073
"Biel-Bienne, Switzerland","Biel-Bienne, Switzerland",Switzerland,1,47.1402077,7.2439029
"Big Cove, NB, Canada","Big Cove, NB, Canada",Canada,1,46.0086187,-64.0763074
"Big Springs, TX, USA","Big Springs, TX, USA",USA,1,32.0673855,-94.9674399
"Biloxi, MS, USA","Biloxi, MS, USA",USA,1,30.4007626,-88.8893818
"Binghamton, NY, USA","Binghamton, NY, USA",USA,1,42.098698,-75.9125187
"Binscarth, MB, Canada","Binscarth, MB, Canada",Canada,1,50.6253639,-101.2832312
"Birch Hills, SK, Canada","Birch Hills, SK, Canada",Canada,1,52.984204,-105.433044
"Birmingham, MI, USA","Birmingham, MI, USA",USA,1,42.5467012,-83.2113192
"Bishops Falls, NL, Canada","Bishops Falls, NL, Canada",Canada,1,49.0120002,-55.4989086
"Bjorbo, Sweden","Bjorbo, Sweden",Sweden,1,60.456683,14.7272515
"Blackburn, ON, Canada","Blackburn, ON, Canada",Canada,1,45.4319678,-75.56428
"Blaine Lake, SK, Canada","Blaine Lake, SK, Canada",Canada,1,52.8278099,-106.8778567
"Blairmore, AB, Canada","Blairmore, AB, Canada",Canada,1,49.6071847,-114.4381219
"Blansko, Czech Republic","Blansko, Czech Republic",Czech Republic,1,49.3636494,16.6442394
"Blaydon-On-Tyre, England","Blaydon-on-Tyne, England, United Kingdom",England,1,NA,NA
"Blenheim, ON, Canada","Blenheim, ON, Canada",Canada,1,42.3354182,-81.9974055
"Bloomfield, ON, Canada","Bloomfield, ON, Canada",Canada,1,43.9863908,-77.2300533
"Blyth, ON, Canada","Blyth, ON, Canada",Canada,1,43.7365991,-81.4294024
"Bobcaygeon, ON, Canada","Bobcaygeon, ON, Canada",Canada,1,44.5372969,-78.5444995
"Boca Raton, FL, USA","Boca Raton, FL, USA",USA,1,26.3586885,-80.0830984
"Bocktrask, Sweden","Bocktrask, Sweden",Sweden,1,65.4185521,18.2519817
"Boisbriand, QC, Canada","Boisbriand, QC, Canada",Canada,1,45.6130248,-73.8386113
"Bojnice, Slovakia","Bojnice, Slovakia",Slovakia,1,48.7799591,18.5821986
"Bollebydg, Sweden","Bollebygd, Sweden",Sweden,1,NA,NA
"Bollnas, Sweden","Bollnas, Sweden",Sweden,1,61.3513005,16.3972013
"Bolton, CT, USA","Bolton, CT, USA",USA,1,41.7689878,-72.4334173
"Bonney Lake, WA, USA","Bonney Lake, WA, USA",USA,1,47.1870191,-122.1702293
"Bootle, England","Bootle, England",England,1,53.4506931,-2.9948834
"Boras, Sweden","Boras, Sweden",Sweden,1,57.721083899999996,12.9407407
"Bothwell, ON, Canada","Bothwell, ON, Canada",Canada,1,42.6309355,-81.8707447
"Bottineau, ND, USA","Bottineau, ND, USA",USA,1,48.8243455,-100.8431321
"Boulder, CO, USA","Boulder, CO, USA",USA,1,40.0149856,-105.270545
"Bovey, MN, USA","Bovey, MN, USA",USA,1,47.2953214,-93.415418
"Bow Island, AB, Canada","Bow Island, AB, Canada",Canada,1,49.8696838,-111.3793512
"Bowdoin, ME, USA","Bowdoin, ME, USA",USA,1,44.0364973,-69.9720794
"Bowling Green, OH, USA","Bowling Green, OH, USA",USA,1,41.3747744,-83.6513229
"Bradford, England","Bradford, England",England,1,53.7944229,-1.7519186
"Bradford, ON, Canada","Bradford, ON, Canada",Canada,1,44.1171265,-79.5560133
"Braeburn, PA, USA","Braeburn, PA, USA",USA,1,40.1900927,-76.6596909
"Brainerd, MN, USA","Brainerd, MN, USA",USA,1,46.3580221,-94.2008288
"Brentwood, CA, USA","Brentwood, CA, USA",USA,1,37.9317766,-121.696026
"Brick, NJ, USA","Brick, NJ, USA",USA,1,40.0707244,-74.1280562
"Bridgewater, MA, USA","Bridgewater, MA, USA",USA,1,41.9902206,-70.9754432
"Bridgewater, NJ, USA","Bridgewater, NJ, USA",USA,1,40.5598127,-74.5517146
"Brigden, ON, Canada","Brigden, ON, Canada",Canada,1,42.8119213,-82.2828078
"Bright's Grove, ON, Canada","Bright's Grove, ON, Canada",Canada,1,43.0279026,-82.2529271
"Bristol, England","Bristol, England",England,1,51.4538022,-2.5972985
"Bristol, QC, Canada","Bristol, QC, Canada",Canada,1,45.5182488,-76.4161209
"Bristol, RI, USA","Bristol, RI, USA",USA,1,41.6770463,-71.2661597
"Brock, SK, Canada","Brock, SK, Canada",Canada,1,51.4412074,-108.7179691
"Bromont, QC, Canada","Bromont, QC, Canada",Canada,1,45.3187339,-72.6463074
"Brondby, Denmark","Brondby, Denmark",Denmark,1,55.644111,12.4217135
"Bronxville, NY, USA","Bronxville, NY, USA",USA,1,40.9381544,-73.8320784
"Brookline, MA, USA","Brookline, MA, USA",USA,1,42.332918,-71.1187829
"Broumov, Czech Republic","Broumov, Czech Republic",Czech Republic,1,50.5854557,16.3322957
"Bruck, Austria","Bruck, Austria",Austria,1,48.0255094,16.7790041
"Burbank, CA, USA","Burbank, CA, USA",USA,1,34.1812089,-118.307201
"Burgdorf, Switzerland","Burgdorf, Switzerland",Switzerland,1,47.0571316,7.6237466
"Burgwedel, Germany","Burgwedel, Germany",Germany,1,52.5,9.86667
"Burks Falls, ON, Canada","Burks Falls, ON, Canada",Canada,1,45.6198243,-79.4118392
"Byron, ON, Canada","Byron, ON, Canada",Canada,1,42.9561761,-81.3410635
"Cadca, Slovakia","Cadca, Slovakia",Slovakia,1,49.4375146,18.7896041
"Cadomin, AB, Canada","Cadomin, AB, Canada",Canada,1,53.0338966,-117.3261071
"Cakovec, Czech Republic","Cakovec, Czech Republic",Czech Republic,1,48.9669634,14.3190773
"Caldaro, Italy","Caldaro, Italy",Italy,1,46.413467,11.2469106
"Callander, ON, Canada","Callander, ON, Canada",Canada,1,46.222603,-79.365234
"Calumet, MN, USA","Calumet, MN, USA",USA,1,47.321883,-93.276868
"Cambridge, MN, USA","Cambridge, MN, USA",USA,1,45.5727408,-93.2243921
"Campbellville, ON, Canada","Campbellville, ON, Canada",Canada,1,43.4871704,-79.9821917
"Canaan, NH, USA","Canaan, NH, USA",USA,1,43.6465313,-72.0119915
"Cannington, ON, Canada","Cannington, ON, Canada",Canada,1,44.3502068,-79.038628
"Cap del la Madeleine, QC, Canada","Cap del la Madeleine, QC, Canada",Canada,1,49.0946701,-66.6975129
"Cap-Rouge, QC, Canada","Cap-Rouge, QC, Canada",Canada,1,46.7498643,-71.3453452
"Cape Tormentine, NB, Canada","Cape Tormentine, NB, Canada",Canada,1,46.1169135,-63.7903093
"Caracas, Venezuela","Caracas, Venezuela",Venezuela,1,10.5060934,-66.9146008
"Cardiff, Wales","Cardiff, Wales",Wales,1,51.4816546,-3.1791934
"Cardinal, ON, Canada","Cardinal, ON, Canada",Canada,1,44.7877017,-75.3800984
"Carlisle, England","Carlisle, England",England,1,54.8948478,-2.9362311
"Carlisle, ON, Canada","Carlisle, ON, Canada",Canada,1,43.3942273,-79.9807983
"Carmel, SK, Canada","Carmel, SK, Canada",Canada,1,52.2247482,-105.3547922
"Carstairs, AB, Canada","Carstairs, AB, Canada",Canada,1,51.5622066,-114.095172
"Caslav, Czech Republic","Caslav, Czech Republic",Czech Republic,1,49.9109171,15.3913205
"Cassiar, BC, Canada","Cassiar, BC, Canada",Canada,1,59.2883894,-129.850182
"Castor, AB, Canada","Castor, AB, Canada",Canada,1,52.216667,-111.9
"Castro Valley, CA, USA","Castro Valley, CA, USA",USA,1,37.713606,-122.0715658
"Caughnawaga, QC, Canada","Caughnawaga, QC, Canada",Canada,1,45.3858518,-73.6679891
"Causapscal, QC, Canada","Causapscal, QC, Canada",Canada,1,48.3542375,-67.2269621
"Cayuga, ON, Canada","Cayuga, ON, Canada",Canada,1,42.9497266,-79.8585358
"Cedar Springs, ON, Canada","Cedar Springs, ON, Canada",Canada,1,42.2804523,-82.0312894
"Celadna, Czech Republic","Celadna, Czech Republic",Czech Republic,1,49.5487297,18.3375869
"Centerville, MA, USA","Centerville, MA, USA",USA,1,41.6499298,-70.3485753
"Centre Wellington, ON, Canada","Centre Wellington, ON, Canada",Canada,1,43.7180927,-80.3747736
"Cervenka, Czech Republic","Cervenka, Czech Republic",Czech Republic,1,49.7186878,17.0853904
"Ceske-Budejovice, Czech Republic","Ceske-Budejovice, Czech Republic",Czech Republic,1,48.9747357,14.474285
"Chambersburg, PA, USA","Chambersburg, PA, USA",USA,1,39.9375112,-77.6612586
"Chambly Basin, QC, Canada","Chambly, QC, Canada",Canada,1,NA,NA
"Chamonix, France","Chamonix, France",France,1,45.9230969,6.8700009
"Chandler, QC, Canada","Chandler, QC, Canada",Canada,1,48.3491804,-64.6775915
"Chaomutov, Czech Republic","Chomutov, Czech Republic",Czech Republic,1,NA,NA
"Charlemagne, QC, Canada","Charlemagne, QC, Canada",Canada,1,45.7208903,-73.486115
"Charlestone, ON, Canada","Charleston, ON, Canada",Canada,1,NA,NA
"Charlotettown, PE, Canada","Charlottetown, PE, Canada",Canada,1,NA,NA
"Charlotte, NC, USA","Charlotte, NC, USA",USA,1,35.2272086,-80.8430827
"Charlottesville, VA, USA","Charlottesville, VA, USA",USA,1,38.029306,-78.4766781
"Chaska, MN, USA","Chaska, MN, USA",USA,1,44.7894072,-93.6021791
"Chatham, NB, Canada","Chatham, NB, Canada",Canada,1,47.0294425,-65.4625791
"Chekhov, Russia","Chekhov, Russia",Russia,1,55.1426603,37.4545328
"Chelmsford, MA, USA","Chelmsford, MA, USA",USA,1,42.5968617,-71.3517602
"Chelsea, MA, USA","Chelsea, MA, USA",USA,1,42.3912241,-71.0369301
"Cherry Hill, NJ, USA","Cherry Hill, NJ, USA",USA,1,39.9348351,-75.0307264
"Chester Springs, PA, USA","Chester Springs, PA, USA",USA,1,40.0951038,-75.6168681
"Chester, England","Chester, England",England,1,53.1908873,-2.8908955
"Chesterfield, MI, USA","Chesterfield, MI, USA",USA,1,42.4331859,-83.3037293
"Chesterville, ON, Canada","Chesterville, ON, Canada",Canada,1,45.1024266,-75.2289179
"Chetwynd, BC, Canada","Chetwynd, BC, Canada",Canada,1,55.6956812,-121.6393966
"Chevy Chase, MD, USA","Chevy Chase, MD, USA",USA,1,38.9813699,-77.0849245
"Chicago Heights, IL, USA","Chicago Heights, IL, USA",USA,1,41.5062834,-87.6357079
"Chomutov, Czech Republic","Chomutov, Czech Republic",Czech Republic,1,50.4606456,13.4178324
"Christina Lake, BC, Canada","Christina Lake, BC, Canada",Canada,1,49.1227255,-118.257846
"Chrudim, Czech Republic","Chrudim, Czech Republic",Czech Republic,1,49.9511458,15.7947559
"Chula Vista, CA, USA","Chula Vista, CA, USA",USA,1,32.6400541,-117.084195
"Chur, Switzerland","Chur, Switzerland",Switzerland,1,46.854747,9.5264904
"Churchill, MB, Canada","Churchill, MB, Canada",Canada,1,58.7693101,-94.1736843
"Cincinnati, OH, USA","Cincinnati, OH, USA",USA,1,39.1012809,-84.5127405
"Clawson, MI, USA","Clawson, MI, USA",USA,1,42.5333682,-83.1463166
"Climax, SK, Canada","Climax, SK, Canada",Canada,1,49.2081817,-108.3864958
"Clinton, MA, USA","Clinton, MA, USA",USA,1,42.4212463,-71.6874099
"Clinton, NY, USA","Clinton, NY, USA",USA,1,44.7278943,-73.6686982
"Coal Creek, BC, Canada","Coal Creek, BC, Canada",Canada,1,49.4887332,-114.9570087
"Coaticook, QC, Canada","Coaticook, QC, Canada",Canada,1,45.1334169,-71.803479
"Cochenour, ON, Canada","Cochenour, ON, Canada",Canada,1,51.0730254,-93.8100155
"Cochrane, AB, Canada","Cochrane, AB, Canada",Canada,1,51.1874627,-114.4710708
"Cochrane, ON, Canada","Cochrane, ON, Canada",Canada,1,50.630898,-82.1914444
"Cohasset, MA, USA","Cohasset, MA, USA",USA,1,42.2410158,-70.8035571
"Cohasset, MN, USA","Cohasset, MN, USA",USA,1,47.263556,-93.620215
"Cole Harbour, NS, Canada","Cole Harbour, NS, Canada",Canada,1,44.6736008,-63.4877299
"Coleman, AB, Canada","Coleman, AB, Canada",Canada,1,49.6377084,-114.4964358
"Coleraine, MN, USA","Coleraine, MN, USA",USA,1,47.28883,-93.427708
"Come By Chance, NL, Canada","Come By Chance, NL, Canada",Canada,1,47.8342295,-53.9907878
"Commerce, MI, USA","Commerce, MI, USA",USA,1,42.5911431,-83.4907721
"Consort, AB, Canada","Consort, AB, Canada",Canada,1,52.0094273,-110.7752786
"Coon Rapids, MN, USA","Coon Rapids, MN, USA",USA,1,45.1728923,-93.3023898
"Copenhagen, Denmark","Copenhagen, Denmark",Denmark,1,55.6867243,12.5700724
"Coral Springs, FL, USA","Coral Springs, FL, USA",USA,1,26.271192,-80.2706044
"Cordenons, Italy","Cordenons, Italy",Italy,1,45.9881831,12.7067897
"Corona, CA, USA","Corona, CA, USA",USA,1,33.8752945,-117.566444
"Corpus Christi, TX, USA","Corpus Christi, TX, USA",USA,1,27.7635302,-97.4033191
"Corvallis, OR, USA","Corvallis, OR, USA",USA,1,44.5645659,-123.2620435
"Cottam, ON, Canada","Cottam, ON, Canada",Canada,1,42.1285929,-82.7441463
"Cowan, MB, Canada","Cowan, MB, Canada",Canada,1,52.0347545,-100.6491295
"Cranford, NJ, USA","Cranford, NJ, USA",USA,1,40.656539,-74.3035794
"Craven, SK, Canada","Craven, SK, Canada",Canada,1,50.7072638,-104.809204
"Creelman, SK, Canada","Creelman, SK, Canada",Canada,1,49.8205508,-103.3092709
"Crimmitschau, Germany","Crimmitschau, Germany",Germany,1,50.8162378,12.3867217
"Crookston, MN, USA","Crookston, MN, USA",USA,1,47.7739988,-96.6081167
"Cross Lake, MB, Canada","Cross Lake, MB, Canada",Canada,1,54.6120275,-98.0506988
"Crossfield, AB, Canada","Crossfield, AB, Canada",Canada,1,51.4272738,-114.0309938
"Crystal, ND, USA","Crystal, ND, USA",USA,1,48.5969371,-97.6695334
"Cumberland, RI, USA","Cumberland, RI, USA",USA,1,41.9667656,-71.4328363
"Cumberland, WI, USA","Cumberland, WI, USA",USA,1,45.5332856,-92.0214764
"Cupar, SK, Canada","Cupar, SK, Canada",Canada,1,50.9476885,-104.2139781
"Dabrown Bialostocka, Poland","Dabrowa Bialostocka, Poland",Poland,1,NA,NA
"Dade City, FL, USA","Dade City, FL, USA",USA,1,28.3647248,-82.1959178
"Dadesjo, Sweden","Dadesjo, Sweden",Sweden,1,57.0108336,15.1062151
"Dalhousie, NB, Canada","Dalhousie, NB, Canada",Canada,1,48.0634448,-66.369555
"Dallas, TX, USA","Dallas, TX, USA",USA,1,32.7762719,-96.7968559
"Dardenne Prairie, MO, USA","Dardenne Prairie, MO, USA",USA,1,38.7694969,-90.7290157
"Davidson, SK, Canada","Davidson, SK, Canada",Canada,1,51.2647972,-105.984596
"De Pere, WI, USA","De Pere, WI, USA",USA,1,44.4493584,-88.0599986
"De Winton, AB, Canada","De Winton, AB, Canada",Canada,1,50.8235916,-114.0174396
"Debden, SK, Canada","Debden, SK, Canada",Canada,1,53.525025,-106.8770352
"Decatur, GA, USA","Decatur, GA, USA",USA,1,30.8736613,-84.5740953
"Dedovsk, Russia","Dedovsk, Russia",Russia,1,55.8597808,37.1206449
"Deer Lake, NL, Canada","Deer Lake, NL, Canada",Canada,1,49.1830366,-57.4320002
"Deer Lake, ON, Canada","Deer Lake, ON, Canada",Canada,1,52.6314358,-94.0669568
"Deerfield, IL, USA","Deerfield, IL, USA",USA,1,42.1711365,-87.8445119
"Degelis, QC, Canada","Degelis, QC, Canada",Canada,1,47.5475334,-68.6448598
"Deggendorf, Germany","Deggendorf, Germany",Germany,1,48.7814115,13.0006423
"Deje, Sweden","Deje, Sweden",Sweden,1,59.6059394,13.4636486
"Delafield, WI, USA","Delafield, WI, USA",USA,1,43.0594237,-88.4040172
"Delemont, Switzerland","Delemont, Switzerland",Switzerland,1,47.3615882,7.354445
"Delhi, ON, Canada","Delhi, ON, Canada",Canada,1,42.8544957,-80.4983709
"Delson, QC, Canada","Delson, QC, Canada",Canada,1,45.3748635,-73.5412607
"Derry, NH, USA","Derry, NH, USA",USA,1,42.8808677,-71.3264492
"Des Plaines, IL, USA","Des Plaines, IL, USA",USA,1,42.0415823,-87.8873916
"Deseronto, ON, Canada","Deseronto, ON, Canada",Canada,1,44.195005,-77.049866
"Dickinson, ND, USA","Dickinson, ND, USA",USA,1,46.8791756,-102.7896242
"Dinsmore, SK, Canada","Dinsmore, SK, Canada",Canada,1,51.3325438,-107.4471085
"Diwide, SK, Canada","Divide, SK, Canada",Canada,1,NA,NA
"Dolbeau, QC, Canada","Dolbeau, QC, Canada",Canada,1,48.8770098,-72.2302039
"Don Mills, ON, Canada","Don Mills, ON, Canada",Canada,1,43.775347,-79.3459439
"Donetsk, Ukraine","Donetsk, Ukraine",Ukraine,1,47.9212914,37.7809825
"Donkin, NS, Canada","Donkin, NS, Canada",Canada,1,46.1820304,-59.8736839
"Dorchester, NB, Canada","Dorchester, NB, Canada",Canada,1,45.8992863,-64.5170033
"Dorchester, ON, Canada","Dorchester, ON, Canada",Canada,1,42.9886863,-81.0586953
"Dorval, QC, Canada","Dorval, QC, Canada",Canada,1,45.4453082,-73.7510888
"Dough Grange, Ireland","Doagh, Northern Ireland, United Kingdom",Northern Ireland,1,NA,NA
"Dover, NJ, USA","Dover, NJ, USA",USA,1,40.883988,-74.5621025
"Dowlais, Wales","Dowlais, Wales",Wales,1,51.7625134,-3.3555584
"Downey, CA, USA","Downey, CA, USA",USA,1,33.9404441,-118.1292846
"Downeyville, ON, Canada","Downeyville, ON, Canada",Canada,1,44.3734331,-78.593756
"Drake, SK, Canada","Drake, SK, Canada",Canada,1,51.7461489,-105.0125027
"Dresden, ON, Canada","Dresden, ON, Canada",Canada,1,42.5909853,-82.1795314
"Drogichin, Belarus","Drogichin, Belarus",Belarus,1,53.1095358,29.2990619
"Drohiczyn, Poland","Drohiczyn, Poland",Poland,1,52.396648,22.658812
"Dublin, OH, USA","Dublin, OH, USA",USA,1,40.0996009,-83.1135563
"Dublin, ON, Canada","Dublin, ON, Canada",Canada,1,43.5050055,-81.2856341
"Dubnica, Slovakia","Dubnica, Slovakia",Slovakia,1,49.3045228,21.0165592
"Dubuque, IA, USA","Dubuque, IA, USA",USA,1,42.5006243,-90.6647985
"Duchess, AB, Canada","Duchess, AB, Canada",Canada,1,50.7305674,-111.9055311
"Duesseldorf, Germany","Duesseldorf, Germany",Germany,1,51.2254018,6.7763137
"Dugald, MB, Canada","Dugald, MB, Canada",Canada,1,49.8857175,-96.8428231
"Dunblane, SK, Canada","Dunblane, SK, Canada",Canada,1,51.2021493,-106.8802405
"Duparquet, QC, Canada","Duparquet, QC, Canada",Canada,1,48.5026134,-79.2224096
"Durham, NH, USA","Durham, NH, USA",USA,1,43.1214141,-70.9177186
"Duro, ON, Canada","Douro, ON, Canada",Canada,1,NA,NA
"Duxbury, MA, USA","Duxbury, MA, USA",USA,1,42.0417695,-70.672259
"Eardley, QC, Canada","Eardley, QC, Canada",Canada,1,45.5514566,-76.0983854
"East Bridgewater, MA, USA","East Bridgewater, MA, USA",USA,1,42.0332957,-70.9588099
"East Broughton, QC, Canada","East Broughton, QC, Canada",Canada,1,46.216664,-71.075706
"East Greenbush, NY, USA","East Greenbush, NY, USA",USA,1,42.5909135,-73.7017858
"East Greenwich, RI, USA","East Greenwich, RI, USA",USA,1,41.6603788,-71.4558911
"East Kildonan, MB, Canada","East Kildonan, MB, Canada",Canada,1,49.9209415,-97.0881378
"East Lansing, MI, USA","East Lansing, MI, USA",USA,1,42.7320307,-84.4721678
"East Longmeadow, MA, USA","East Longmeadow, MA, USA",USA,1,42.064906,-72.5129296
